도메인,카테고리,대화셋일련번호,화자,문장번호,고객의도,상담사의도,QA,고객질문(요청),상담사질문(요청),고객답변,상담사답변,개체명 ,용어사전,지식베이스
다산콜센터,대중교통 안내,B2097,고객,11,버스요금,,Q,차비는 얼마에요?,,,2100원이에요.,차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2098,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 40분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2098,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 20분이에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2098,고객,11,버스요금,,Q,차비는 얼마에요?,,,2200원이에요.,차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2099,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간25분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2099,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 9시반이에요.,막차,,막차
다산콜센터,대중교통 안내,B2099,고객,11,버스요금,,Q,차비는 얼마에요?,,,2400원이에요.,차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2100,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간45분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2100,고객,9,버스시간,,Q,돌아가는 막차는 언제에요?,,,오후 11시 10분에요.,막차,,막차
다산콜센터,대중교통 안내,B2100,고객,11,버스요금,,Q,차비는 얼마에요?,,,2600원 이에요.,차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2101,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,45분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2101,고객,9,버스시간,,Q,돌아갈때 막차는 언제에요?,,,오전 12시반이에요.,막차,,막차
다산콜센터,대중교통 안내,B2101,고객,11,버스요금,,Q,차비는 얼마에요?,,,1100원 이에요.,차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2102,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,55분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2102,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 50분이에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2102,고객,11,버스요금,,Q,차비는 얼마에요?,,,"2,100원요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2103,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,15분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2103,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 4시 50분이에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2103,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,100원이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2104,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간10분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2104,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 11시 15분이에요.,막차,,막차
다산콜센터,대중교통 안내,B2104,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,200원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2105,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,2시간15분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2105,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 10시 20분에요.,막차,,막차
다산콜센터,대중교통 안내,B2105,고객,11,버스요금,,Q,차비는 얼마에요?,,,"2,400원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2106,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,55분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2106,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 12시 10분이에요.,막차,,막차
다산콜센터,대중교통 안내,B2106,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,300원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2107,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 30분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2107,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 11시이에요.,막차,,막차
다산콜센터,대중교통 안내,B2107,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,350원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2108,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,2시간 정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2108,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 10시 50분이에요.,막차,,막차
다산콜센터,대중교통 안내,B2108,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,400원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2109,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,2시간 40분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2109,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 10시 40분 에요.,막차,,막차
다산콜센터,대중교통 안내,B2109,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,450원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2110,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 20분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2110,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 11시 45분에요.,막차,,막차
다산콜센터,대중교통 안내,B2110,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,500원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2111,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,30분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2111,고객,9,버스시간,,Q,막차는 언제에요?,,,오전 12시 15분에요.,막차,,막차
다산콜센터,대중교통 안내,B2111,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,150원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2112,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 40분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2112,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 11시 10분이에요.,막차,,막차
다산콜센터,대중교통 안내,B2112,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,350원에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2113,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,40분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2113,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 11시 50분이에요.,막차,,막차
다산콜센터,대중교통 안내,B2113,고객,11,버스요금,,Q,차비는 얼마에요?,,,"2,000원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2114,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,20분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2114,고객,9,버스시간,,Q,막차는 언제에요?,,,오전 12시 10분이에요.,막차,,막차
다산콜센터,대중교통 안내,B2114,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,200원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2115,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,50분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2115,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 11시 30분이에요.,막차,,막차
다산콜센터,대중교통 안내,B2115,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,800원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2116,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 20분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2116,고객,9,버스시간,,Q,막차는 언제에요?,,,오후 11시 이에요.,막차,,막차
다산콜센터,대중교통 안내,B2116,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,750원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2117,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,30분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2117,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 50분이에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2117,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,600원 이에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2118,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 10분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2118,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 10분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2118,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,550원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2119,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,35분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2119,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 10분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2119,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,450원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2120,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 20분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2120,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2120,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,700원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2121,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2121,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 15분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2121,고객,11,버스요금,,Q,차비는 얼마에요?,,,"2,100원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2122,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 40분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2122,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 10분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2122,고객,11,버스요금,,Q,차비는 얼마에요?,,,"2,200원 입니다.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2123,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,2시간 10분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2123,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 30분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2123,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,900원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2124,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 10분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2124,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 10분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2124,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,550원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2125,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 30분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2125,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2125,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,200원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2126,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 40분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2126,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 50분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2126,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,350원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2127,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 50분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2127,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 40분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2127,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,100원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2128,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 35분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2128,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 15분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2128,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,200원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2129,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 10분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2129,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 10분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2129,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,550원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2130,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,40분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2130,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 5시 30분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2130,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,850원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2131,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,20분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2131,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 25분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2131,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,150원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2132,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 10분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2132,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 6시 10분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2132,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,550원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2133,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 30분정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2133,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 7시 10분에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2133,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,300원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2134,고객,7,버스시간,,Q,시간은 얼마나 걸려요?,,,1시간 정도 걸려요.,시간,,시간
다산콜센터,대중교통 안내,B2134,고객,9,버스시간,,Q,첫차는 언제에요?,,,오전 7시 에요.,첫차,,첫차
다산콜센터,대중교통 안내,B2134,고객,11,버스요금,,Q,차비는 얼마에요?,,,"1,350원 에요.",차비,차비/돈,"차비,돈"
다산콜센터,대중교통 안내,B2135,고객,5,버스정류장,,Q,어느정류장에서 타야되노?,,,문성초등학교 정류장에서 타시면되요.,정류장,,정류장
다산콜센터,대중교통 안내,B2135,고객,7,버스요금,,Q,버스요금은 얼마인교?,,,1200원요.,"버스, 요금",버스/교통수단/ 요금/돈,"요금,돈"
다산콜센터,대중교통 안내,B2136,고객,1,버스노선,,Q,서울역에서 서울대학교가는 버스노선 좀 알려주이소.,,,"서울역에서 서울대학교로 가는 버스노선은 750A, 750B 버스요.","서울, 역, 서울대학교, 버스, 노선",서울/지명/ 역/역사/ 서울대학교/지명/ 버스/교통수단,"역,교통수단"
